participant_id,task_id,trial_id,prompt_type,prompt
user06,task3,1,phrase,A fox is a very smart animal.
user06,task3,2,phrase,Saving that child was an heroic effort.
user06,task3,3,random,Iea  xhv
user06,task3,4,random,Whhozhud
user06,task3,5,random,U.qakvav
user06,task3,6,random,Zaauirqh
user06,task3,7,phrase,The most beautiful sunset
user06,task3,8,phrase,Did you see that spectacular explosion
user06,task3,9,phrase,Machinery is too complicated.
user06,task3,10,phrase,Quit while you are ahead
user06,task3,11,random,Vihyn oy
user06,task3,12,phrase,Do a good deed to someone
user06,task3,13,phrase,A psychiatrist will help you.
user06,task3,14,random,Rkzmhodv
user06,task3,15,phrase,But the levee was dry
user06,task3,16,random,Koyxibdt
user06,task3,17,phrase,Rapidly running short on words
user06,task3,18,phrase,The generation gap gets wider.
user06,task3,19,phrase,That is very unfortunate.
user06,task3,20,random,Tbqtujfw
user06,task3,21,phrase,The dow jones index has risen.
user06,task3,22,phrase,Valium in the economy size
user06,task3,23,phrase,Coalition governments never work.
user06,task3,24,random,Akbcxeck
user06,task3,25,phrase,Sign the withdrawal slip
user06,task3,26,phrase,Correct your diction immediately
user06,task3,27,phrase,Accompanied by an adult
user06,task3,28,phrase,Traveling to conferences is fun.
user06,task3,29,random,Hmbmfjzk
user06,task4,0,random,L.jupcjb
user06,task4,1,random,Tvpcpaoe
user06,task4,2,phrase,Soon we will return from the city.
user06,task4,3,phrase,Presidents drive expensive cars.
user06,task4,4,random,Rcgvifjs
user06,task4,5,phrase,I like to play tennis.
user06,task4,6,phrase,The kids are very excited.
user06,task4,7,phrase,I do not care if you do that.
user06,task4,8,phrase,Earth quakes are predictable.
user06,task4,9,phrase,Win first prize in the contest
user06,task4,10,phrase,A tumor is OK provided it is benign.
user06,task4,11,random,Fusflw..
user06,task4,12,phrase,Get your priorities in order
user06,task4,13,phrase,My favourite sport is racketball.
user06,task4,14,phrase,Longer than a football field
user06,task4,15,random,Xlnezniu
user06,task4,16,random,Q zlkpnx
user06,task4,17,phrase,The laser printer is jammed.
user06,task4,18,phrase,Would you like to come to my house
user06,task4,19,random,Ncozpkys
user06,task4,20,random,Uctmlfex
user06,task4,21,random,Gfsj.ekg
user06,task4,22,phrase,This is a non profit organization.
user06,task4,23,random,Smvdsjvy
user06,task4,24,phrase,You will loose your voice.
user06,task4,25,phrase,The first time he tried to swim
user06,task4,26,phrase,My preferred treat is chocolate.
user06,task4,27,phrase,Stiff penalty for staying out late
user06,task4,28,phrase,I can still feel your presence.
user06,task4,29,phrase,An occasional taste of chocolate
user07,task1,0,random,Etscledz
user07,task1,1,random,Sqwzdylx
user07,task1,2,random,Nnljbu m
user07,task1,3,phrase,We park in driveways.
user07,task1,4,random,Vqroszfy
user07,task1,5,phrase,Never too rich and never too thin
user07,task1,6,phrase,The imagination of the nation
user07,task1,7,phrase,Peek out the window
user07,task1,8,phrase,Elections bring out the best.
user07,task1,9,random,Nozqnegt
user07,task1,10,phrase,Are you talking to me
user07,task1,11,phrase,Motivational seminars make me sick.
user07,task1,12,random,Foweviiq
user07,task1,13,phrase,The world is a stage.
user07,task1,14,phrase,The dog buried the bone.
user07,task1,15,random,Zdtsnits
user07,task1,16,phrase,Please take a bath this month.
user07,task1,17,phrase,Exercise is good for the mind.
user07,task1,18,phrase,Canada has ten provinces.
user07,task1,19,phrase,The cream rises to the top.
user07,task1,20,phrase,I spilled coffee on the carpet.
user07,task1,21,phrase,The daring young man
user07,task1,22,phrase,I hate baking pies.
user07,task1,23,phrase,Shall we play a round of cards
user07,task1,24,random,Cj.dkbmy
user07,task1,25,phrase,Hair gel is very greasy.
user07,task1,26,phrase,Be home before midnight
user07,task1,27,random,Hzqxjeay
user07,task1,28,random,Ai fgusg
user07,task1,29,phrase,Questioning the wisdom of the courts
user07,task2,0,phrase,Traveling to conferences is fun.
user07,task2,1,random,Iea  xhv
user07,task2,2,random,Zaauirqh
user07,task2,3,random,Hmbmfjzk
user07,task2,4,random,Tbqtujfw
user07,task2,5,phrase,A fox is a very smart animal.
user07,task2,6,phrase,Do a good deed to someone
user07,task2,7,random,Vihyn oy
user07,task2,8,phrase,The stock exchange dipped.
user07,task2,9,phrase,Did you see that spectacular explosion
user07,task2,10,phrase,But the levee was dry
user07,task2,11,phrase,Sign the withdrawal slip
user07,task2,12,phrase,That is very unfortunate.
user07,task2,13,phrase,Machinery is too complicated.
user07,task2,14,phrase,Rapidly running short on words
user07,task2,15,random,Rkzmhodv
user07,task2,16,phrase,A psychiatrist will help you.
user07,task2,17,phrase,Quit while you are ahead
user07,task2,18,phrase,Valium in the economy size
user07,task2,19,phrase,Saving that child was an heroic effort.
user07,task2,20,random,Koyxibdt
user07,task2,21,random,U.qakvav
user07,task2,22,phrase,Correct your diction immediately
user07,task2,23,phrase,Coalition governments never work.
user07,task2,24,phrase,The generation gap gets wider.
user07,task2,25,random,Akbcxeck
user07,task2,26,random,Whhozhud
user07,task2,27,phrase,Accompanied by an adult
user07,task2,28,phrase,The dow jones index has risen.
user07,task2,29,phrase,The most beautiful sunset
user07,task3,0,phrase,Win first prize in the contest
user07,task3,1,phrase,Get your priorities in order
user07,task3,2,phrase,Presidents drive expensive cars.
user07,task3,3,random,Rcgvifjs
user07,task3,4,phrase,This is a non profit organization.
user07,task3,5,random,Tvpcpaoe
user07,task3,6,random,L.jupcjb
user07,task3,7,phrase,I do not care if you do that.
user07,task3,8,phrase,Soon we will return from the city.
user07,task3,9,phrase,Would you like to come to my house
user07,task3,10,random,Xlnezniu
user07,task3,11,phrase,I can still feel your presence.
user07,task3,12,phrase,The first time he tried to swim
user07,task3,13,random,Q zlkpnx
user07,task3,14,random,Uctmlfex
user07,task3,15,phrase,My preferred treat is chocolate.
user07,task3,16,phrase,Stiff penalty for staying out late
user07,task3,17,random,Gfsj.ekg
user07,task3,18,phrase,Longer than a football field
user07,task3,19,phrase,A tumor is OK provided it is benign.
user07,task3,20,random,Fusflw..
user07,task3,21,phrase,An occasional taste of chocolate
user07,task3,22,phrase,Earth quakes are predictable.
user07,task3,23,phrase,My favourite sport is racketball.
user07,task3,24,phrase,The laser printer is jammed.
user07,task3,25,phrase,You will loose your voice.
user07,task3,26,random,Ncozpkys
user07,task3,27,phrase,The kids are very excited.
user07,task3,28,phrase,I like to play tennis.
user07,task3,29,random,Smvdsjvy
user07,task4,0,random,Yobsggqb
user07,task4,1,phrase,I took the rover from the shop.
user07,task4,2,phrase,Please provide your date of birth.
user07,task4,3,random,Qdz xoyr
user07,task4,4,phrase,Where can my little dog be
user07,task4,5,phrase,Just like it says on the can.
user07,task4,6,phrase,Not quite so smart as you think
user07,task4,7,phrase,One hour is allotted for questions.
user07,task4,8,phrase,The fire blazed all weekend.
user07,task4,9,phrase,All together in one big pile
user07,task4,10,random,Mzdtgdkk
user07,task4,11,random,Teawfpxu
user07,task4,12,phrase,Good at addition and subtraction
user07,task4,13,random,Yl.bgwxz
user07,task4,14,phrase,We run the risk of failure.
user07,task4,15,random,Awrhoxow
user07,task4,16,phrase,Head shoulders knees and toes
user07,task4,17,phrase,Gun powder must be handled with care.
user07,task4,18,phrase,Her majesty visited our country.
user07,task4,19,random,Vsj.ul.w
user07,task4,20,phrase,Dashing through the snow
user07,task4,21,random,Blgs pcu
user07,task4,22,random,Obbacq m
user07,task4,23,phrase,Fish are jumping.
user07,task4,24,random,Syotklib
user07,task4,25,phrase,Historic meeting without a result
user07,task4,26,phrase,We must redouble our efforts.
user07,task4,27,phrase,The back yard of our house
user07,task4,28,phrase,Learn to walk before you run
user07,task4,29,phrase,Companies announce a merger.
user08,task1,0,phrase,Do a good deed to someone
user08,task1,1,random,Zaauirqh
user08,task1,2,phrase,A fox is a very smart animal.
user08,task1,3,phrase,Rapidly running short on words
user08,task1,4,random,Rkzmhodv
user08,task1,5,random,Koyxibdt
user08,task1,6,phrase,But the levee was dry
user08,task1,7,random,U.qakvav
user08,task1,8,phrase,Traveling to conferences is fun.
user08,task1,9,phrase,The stock exchange dipped.
user08,task1,10,phrase,Did you see that spectacular explosion
user08,task1,11,phrase,Quit while you are ahead
user08,task1,12,random,Iea  xhv
user08,task1,13,phrase,The most beautiful sunset
user08,task1,14,phrase,Coalition governments never work.
user08,task1,15,phrase,A psychiatrist will help you.
user08,task1,16,phrase,Accompanied by an adult
user08,task1,17,phrase,The dow jones index has risen.
user08,task1,18,random,Hmbmfjzk
user08,task1,19,random,Vihyn oy
user08,task1,20,random,Tbqtujfw
user08,task1,21,phrase,Valium in the economy size
user08,task1,22,phrase,The generation gap gets wider.
user08,task1,23,phrase,Correct your diction immediately
user08,task1,24,phrase,Machinery is too complicated.
user08,task1,25,phrase,Sign the withdrawal slip
user08,task1,26,phrase,Saving that child was an heroic effort.
user08,task1,27,phrase,That is very unfortunate.
user08,task1,28,random,Akbcxeck
user08,task1,29,random,Whhozhud
user08,task2,0,phrase,Would you like to come to my house
user08,task2,1,random,Smvdsjvy
user08,task2,2,phrase,Earth quakes are predictable.
user08,task2,3,phrase,Win first prize in the contest
user08,task2,4,random,Tvpcpaoe
user08,task2,5,phrase,Presidents drive expensive cars.
user08,task2,6,random,Q zlkpnx
user08,task2,7,phrase,I do not care if you do that.
user08,task2,8,phrase,Longer than a football field
user08,task2,9,phrase,You will loose your voice.
user08,task2,10,phrase,An occasional taste of chocolate
user08,task2,11,random,Gfsj.ekg
user08,task2,12,random,L.jupcjb
user08,task2,13,phrase,My preferred treat is chocolate.
user08,task2,14,phrase,My favourite sport is racketball.
user08,task2,15,random,Fusflw..
user08,task2,16,random,Ncozpkys
user08,task2,17,phrase,I can still feel your presence.
user08,task2,18,phrase,This is a non profit organization.
user08,task2,19,random,Xlnezniu
user08,task2,20,phrase,Stiff penalty for staying out late
user08,task2,21,phrase,I like to play tennis.
user08,task2,22,phrase,The laser printer is jammed.
user08,task2,23,phrase,Soon we will return from the city.
user08,task2,24,phrase,The kids are very excited.
user08,task2,25,phrase,Get your priorities in order
user08,task2,26,phrase,A tumor is OK provided it is benign.
user08,task2,27,random,Rcgvifjs
user08,task2,28,random,Uctmlfex
user08,task2,29,phrase,The first time he tried to swim
user08,task3,0,phrase,Just like it says on the can.
user08,task3,1,phrase,The fire blazed all weekend.
user08,task3,2,phrase,Gun powder must be handled with care.
user08,task3,3,random,Qdz xoyr
user08,task3,4,random,Vsj.ul.w
user08,task3,5,random,Yobsggqb
user08,task3,6,phrase,Companies announce a merger.
user08,task3,7,phrase,Please provide your date of birth.
user08,task3,8,phrase,Good at addition and subtraction
user08,task3,9,phrase,I took the rover from the shop.
user08,task3,10,random,Obbacq m
user08,task3,11,phrase,We run the risk of failure.
user08,task3,12,phrase,Head shoulders knees and toes
user08,task3,13,random,Yl.bgwxz
user08,task3,14,random,Mzdtgdkk
user08,task3,15,phrase,One hour is allotted for questions.
user08,task3,16,random,Syotklib
user08,task3,17,phrase,We must redouble our efforts.
user08,task3,18,phrase,Learn to walk before you run
user08,task3,19,phrase,Fish are jumping.
user08,task3,20,random,Blgs pcu
user08,task3,21,phrase,Dashing through the snow
user08,task3,22,phrase,The back yard of our house
user08,task3,23,phrase,Where can my little dog be
user08,task3,24,phrase,All together in one big pile
user08,task3,25,phrase,Her majesty visited our country.
user08,task3,26,phrase,Historic meeting without a result
user08,task3,27,phrase,Not quite so smart as you think
user08,task3,28,random,Awrhoxow
user08,task3,29,random,Teawfpxu
user08,task4,0,phrase,I hate baking pies.
user08,task4,1,phrase,Please take a bath this month.
user08,task4,2,phrase,Questioning the wisdom of the courts
user08,task4,3,random,Zdtsnits
user08,task4,4,random,Nnljbu m
user08,task4,5,random,Hzqxjeay
user08,task4,6,phrase,We park in driveways.
user08,task4,7,phrase,Shall we play a round of cards
user08,task4,8,random,Etscledz
user08,task4,9,phrase,Are you talking to me
user08,task4,10,phrase,The cream rises to the top.
user08,task4,11,phrase,The daring young man
user08,task4,12,phrase,Canada has ten provinces.
user08,task4,13,random,Foweviiq
user08,task4,14,random,Cj.dkbmy
user08,task4,15,random,Ai fgusg
user08,task4,16,phrase,I spilled coffee on the carpet.
user08,task4,17,phrase,The world is a stage.
user08,task4,18,phrase,The dog buried the bone.
user08,task4,19,phrase,Motivational seminars make me sick.
user08,task4,20,phrase,The imagination of the nation
user08,task4,21,random,Sqwzdylx
user08,task4,22,phrase,Never too rich and never too thin
user08,task4,23,phrase,Peek out the window
user08,task4,24,phrase,Be home before midnight
user08,task4,25,phrase,Elections bring out the best.
user08,task4,26,phrase,Exercise is good for the mind.
user08,task4,27,random,Vqroszfy
user08,task4,28,random,Nozqnegt
user08,task4,29,phrase,Hair gel is very greasy.
user09,task1,0,random,Fusflw..
user09,task1,1,random,L.jupcjb
user09,task1,2,phrase,You will loose your voice.
user09,task1,3,phrase,The kids are very excited.
user09,task1,4,phrase,I do not care if you do that.
user09,task1,5,phrase,Longer than a football field
user09,task1,6,random,Q zlkpnx
user09,task1,7,phrase,My preferred treat is chocolate.
user09,task1,8,phrase,An occasional taste of chocolate
user09,task1,9,random,Rcgvifjs
user09,task1,10,phrase,Get your priorities in order
user09,task1,11,random,Gfsj.ekg
user09,task1,12,phrase,My favourite sport is racketball.
user09,task1,13,random,Tvpcpaoe
user09,task1,14,phrase,Presidents drive expensive cars.
user09,task1,15,random,Ncozpkys
user09,task1,16,phrase,Earth quakes are predictable.
user09,task1,17,phrase,Soon we will return from the city.
user09,task1,18,phrase,Would you like to come to my house
user09,task1,19,phrase,Win first prize in the contest
user09,task1,20,random,Smvdsjvy
user09,task1,21,phrase,This is a non profit organization.
user09,task1,22,phrase,A tumor is OK provided it is benign.
user09,task1,23,random,Uctmlfex
user09,task1,24,random,Xlnezniu
user09,task1,25,phrase,I like to play tennis.
user09,task1,26,phrase,The first time he tried to swim
user09,task1,27,phrase,Stiff penalty for staying out late
user09,task1,28,phrase,The laser printer is jammed.
user09,task1,29,phrase,I can still feel your presence.
user09,task2,0,phrase,I took the rover from the shop.
user09,task2,1,random,Yobsggqb
user09,task2,2,random,Vsj.ul.w
user09,task2,3,random,Teawfpxu
user09,task2,4,phrase,Dashing through the snow
user09,task2,5,phrase,Historic meeting without a result
user09,task2,6,phrase,We must redouble our efforts.
user09,task2,7,phrase,Gun powder must be handled with care.
user09,task2,8,phrase,Companies announce a merger.
user09,task2,9,random,Syotklib
user09,task2,10,phrase,Good at addition and subtraction
user09,task2,11,phrase,Not quite so smart as you think
user09,task2,12,random,Blgs pcu
user09,task2,13,phrase,We run the risk of failure.
user09,task2,14,phrase,Just like it says on the can.
user09,task2,15,phrase,Head shoulders knees and toes
user09,task2,16,phrase,The back yard of our house
user09,task2,17,phrase,Where can my little dog be
user09,task2,18,random,Qdz xoyr
user09,task2,19,phrase,The fire blazed all weekend.
user09,task2,20,phrase,All together in one big pile
user09,task2,21,phrase,Her majesty visited our country.
user09,task2,22,phrase,Please provide your date of birth.
user09,task2,23,random,Yl.bgwxz
user09,task2,24,phrase,One hour is allotted for questions.
user09,task2,25,random,Obbacq m
user09,task2,26,phrase,Fish are jumping.
user09,task2,27,random,Awrhoxow
user09,task2,28,random,Mzdtgdkk
user09,task2,29,phrase,Learn to walk before you run
user09,task3,0,phrase,Shall we play a round of cards
user09,task3,1,phrase,Hair gel is very greasy.
user09,task3,2,random,Ai fgusg
user09,task3,3,phrase,Canada has ten provinces.
user09,task3,4,phrase,The cream rises to the top.
user09,task3,5,phrase,Motivational seminars make me sick.
user09,task3,6,phrase,Elections bring out the best.
user09,task3,7,random,Nozqnegt
user09,task3,8,random,Hzqxjeay
user09,task3,9,random,Vqroszfy
user09,task3,10,phrase,I hate baking pies.
user09,task3,11,phrase,The daring young man
user09,task3,12,random,Sqwzdylx
user09,task3,13,phrase,Never too rich and never too thin
user09,task3,14,phrase,The imagination of the nation
user09,task3,15,phrase,The dog buried the bone.
user09,task3,16,phrase,Exercise is good for the mind.
user09,task3,17,phrase,Are you talking to me
user09,task3,18,phrase,We park in driveways.
user09,task3,19,random,Cj.dkbmy
user09,task3,20,phrase,Please take a bath this month.
user09,task3,21,phrase,The world is a stage.
user09,task3,22,phrase,Questioning the wisdom of the courts
user09,task3,23,random,Zdtsnits
user09,task3,24,phrase,I spilled coffee on the carpet.
user09,task3,25,random,Foweviiq
user09,task3,26,random,Etscledz
user09,task3,27,random,Nnljbu m
user09,task3,28,phrase,Peek out the window
user09,task3,29,phrase,Be home before midnight
user09,task4,0,phrase,Sign the withdrawal slip
user09,task4,1,random,Tbqtujfw
user09,task4,2,random,Koyxibdt
user09,task4,3,phrase,That is very unfortunate.
user09,task4,4,phrase,Did you see that spectacular explosion
user09,task4,5,phrase,Traveling to conferences is fun.
user09,task4,6,random,Zaauirqh
user09,task4,7,phrase,Correct your diction immediately
user09,task4,8,random,U.qakvav
user09,task4,9,phrase,A fox is a very smart animal.
user09,task4,10,random,Whhozhud
user09,task4,11,random,Akbcxeck
user09,task4,12,phrase,Saving that child was an heroic effort.
user09,task4,13,phrase,Quit while you are ahead
user09,task4,14,phrase,The generation gap gets wider.
user09,task4,15,phrase,Accompanied by an adult
user09,task4,16,phrase,But the levee was dry
user09,task4,17,phrase,Do a good deed to someone
user09,task4,18,random,Hmbmfjzk
user09,task4,19,phrase,Valium in the economy size
user09,task4,20,phrase,The dow jones index has risen.
user09,task4,21,phrase,A psychiatrist will help you.
user09,task4,22,random,Rkzmhodv
user09,task4,23,phrase,Rapidly running short on words
user09,task4,24,phrase,Machinery is too complicated.
user09,task4,25,phrase,The stock exchange dipped.
user09,task4,26,random,Vihyn oy
user09,task4,27,random,Iea  xhv
user09,task4,28,phrase,Coalition governments never work.
user09,task4,29,phrase,The most beautiful sunset
user10,task1,0,random,Vsj.ul.w
user10,task1,1,random,Qdz xoyr
user10,task1,2,phrase,The fire blazed all weekend.
user10,task1,3,phrase,Where can my little dog be
user10,task1,4,phrase,I took the rover from the shop.
user10,task1,5,phrase,Fish are jumping.
user10,task1,6,random,Teawfpxu
user10,task1,7,phrase,Gun powder must be handled with care.
user10,task1,8,random,Yl.bgwxz
user10,task1,9,phrase,We run the risk of failure.
user10,task1,10,phrase,Dashing through the snow
user10,task1,11,phrase,All together in one big pile
user10,task1,12,phrase,Learn to walk before you run
user10,task1,13,phrase,Head shoulders knees and toes
user10,task1,14,phrase,Her majesty visited our country.
user10,task1,15,random,Mzdtgdkk
user10,task1,16,phrase,Companies announce a merger.
user10,task1,17,random,Blgs pcu
user10,task1,18,random,Obbacq m
user10,task1,19,phrase,Not quite so smart as you think
user10,task1,20,phrase,The back yard of our house
user10,task1,21,random,Awrhoxow
user10,task1,22,phrase,Just like it says on the can.
user10,task1,23,phrase,We must redouble our efforts.
user10,task1,24,random,Yobsggqb
user10,task1,25,phrase,Historic meeting without a result
user10,task1,26,phrase,Good at addition and subtraction
user10,task1,27,random,Syotklib
user10,task1,28,phrase,One hour is allotted for questions.
user10,task1,29,phrase,Please provide your date of birth.
user10,task2,0,phrase,Are you talking to me
user10,task2,1,phrase,I hate baking pies.
user10,task2,2,phrase,I spilled coffee on the carpet.
user10,task2,3,random,Foweviiq
user10,task2,4,phrase,Exercise is good for the mind.
user10,task2,5,random,Cj.dkbmy
user10,task2,6,phrase,Be home before midnight
user10,task2,7,phrase,The dog buried the bone.
user10,task2,8,phrase,Please take a bath this month.
user10,task2,9,phrase,Peek out the window
user10,task2,10,phrase,Questioning the wisdom of the courts
user10,task2,11,phrase,Canada has ten provinces.
user10,task2,12,random,Nozqnegt
user10,task2,13,random,Sqwzdylx
user10,task2,14,phrase,Never too rich and never too thin
user10,task2,15,phrase,The daring young man
user10,task2,16,phrase,The world is a stage.
user10,task2,17,phrase,The imagination of the nation
user10,task2,18,phrase,Motivational seminars make me sick.
user10,task2,19,random,Etscledz
user10,task2,20,phrase,Shall we play a round of cards
user10,task2,21,phrase,The cream rises to the top.
user10,task2,22,phrase,We park in driveways.
user10,task2,23,phrase,Elections bring out the best.
user10,task2,24,random,Hzqxjeay
user10,task2,25,random,Zdtsnits
user10,task2,26,phrase,Hair gel is very greasy.
user10,task2,27,random,Vqroszfy
user10,task2,28,random,Ai fgusg
user10,task2,29,random,Nnljbu m
user10,task3,0,phrase,Traveling to conferences is fun.
user10,task3,1,phrase,That is very unfortunate.
user10,task3,2,phrase,The most beautiful sunset
user10,task3,3,random,Akbcxeck
user10,task3,4,random,Rkzmhodv
user10,task3,5,random,Vihyn oy
user10,task3,6,random,Koyxibdt
user10,task3,7,phrase,Do a good deed to someone
user10,task3,8,phrase,The generation gap gets wider.
user10,task3,9,phrase,The stock exchange dipped.
user10,task3,10,phrase,A psychiatrist will help you.
user10,task3,11,random,Zaauirqh
user10,task3,12,random,Hmbmfjzk
user10,task3,13,phrase,Sign the withdrawal slip
user10,task3,14,phrase,Accompanied by an adult
user10,task3,15,phrase,Coalition governments never work.
user10,task3,16,phrase,Saving that child was an heroic effort.
user10,task3,17,phrase,Rapidly running short on words
user10,task3,18,phrase,But the levee was dry
user10,task3,19,phrase,The dow jones index has risen.
user10,task3,20,phrase,Did you see that spectacular explosion
user10,task3,21,random,U.qakvav
user10,task3,22,phrase,A fox is a very smart animal.
user10,task3,23,phrase,Machinery is too complicated.
user10,task3,24,phrase,Valium in the economy size
user10,task3,25,phrase,Quit while you are ahead
user10,task3,26,random,Tbqtujfw
user10,task3,27,random,Iea  xhv
user10,task3,28,random,Whhozhud
user10,task3,29,phrase,Correct your diction immediately
user10,task4,0,random,Xlnezniu
user10,task4,1,phrase,Longer than a football field
user10,task4,2,random,Rcgvifjs
user10,task4,3,phrase,You will loose your voice.
user10,task4,4,phrase,The first time he tried to swim
user10,task4,5,phrase,Get your priorities in order
user10,task4,6,phrase,Presidents drive expensive cars.
user10,task4,7,random,Tvpcpaoe
user10,task4,8,phrase,A tumor is OK provided it is benign.
user10,task4,9,phrase,Win first prize in the contest
user10,task4,10,phrase,Earth quakes are predictable.
user10,task4,11,random,Uctmlfex
user10,task4,12,random,Fusflw..
user10,task4,13,phrase,My preferred treat is chocolate.
user10,task4,14,phrase,I do not care if you do that.
user10,task4,15,phrase,An occasional taste of chocolate
user10,task4,16,random,L.jupcjb
user10,task4,17,phrase,My favourite sport is racketball.
user10,task4,18,phrase,Soon we will return from the city.
user10,task4,19,phrase,I can still feel your presence.
user10,task4,20,random,Smvdsjvy
user10,task4,21,random,Gfsj.ekg
user10,task4,22,random,Q zlkpnx
user10,task4,23,random,Ncozpkys
user10,task4,24,phrase,Would you like to come to my house
user10,task4,25,phrase,I like to play tennis.
user10,task4,26,phrase,The kids are very excited.
user10,task4,27,phrase,Stiff penalty for staying out late
user10,task4,28,phrase,The laser printer is jammed.
user10,task4,29,phrase,This is a non profit organization.
user11,task1,0,random,Cj.dkbmy
user11,task1,1,phrase,The cream rises to the top.
user11,task1,2,random,Hzqxjeay
user11,task1,3,phrase,Canada has ten provinces.
user11,task1,4,random,Vqroszfy
user11,task1,5,phrase,Hair gel is very greasy.
user11,task1,6,phrase,Never too rich and never too thin
user11,task1,7,phrase,Please take a bath this month.
user11,task1,8,phrase,Peek out the window
user11,task1,9,phrase,The imagination of the nation
user11,task1,10,phrase,The daring young man
user11,task1,11,phrase,The dog buried the bone.
user11,task1,12,phrase,Be home before midnight
user11,task1,13,random,Zdtsnits
user11,task1,14,phrase,Elections bring out the best.
user11,task1,15,phrase,I hate baking pies.
user11,task1,16,random,Nozqnegt
user11,task1,17,random,Foweviiq
user11,task1,18,phrase,Are you talking to me
user11,task1,19,phrase,Questioning the wisdom of the courts
user11,task1,20,random,Etscledz
user11,task1,21,phrase,The world is a stage.
user11,task1,22,random,Sqwzdylx
user11,task1,23,phrase,Shall we play a round of cards
user11,task1,24,phrase,Exercise is good for the mind.
user11,task1,25,random,Nnljbu m
user11,task1,26,random,Ai fgusg
user11,task1,27,phrase,We park in driveways.
user11,task1,28,phrase,I spilled coffee on the carpet.
user11,task1,29,phrase,Motivational seminars make me sick.
user11,task2,0,phrase,The dow jones index has risen.
user11,task2,1,phrase,The generation gap gets wider.
user11,task2,2,phrase,A psychiatrist will help you.
user11,task2,3,phrase,Did you see that spectacular explosion
user11,task2,4,phrase,Valium in the economy size
user11,task2,5,random,Iea  xhv
user11,task2,6,phrase,Saving that child was an heroic effort.
user11,task2,7,phrase,The stock exchange dipped.
user11,task2,8,phrase,A fox is a very smart animal.
user11,task2,9,phrase,Rapidly running short on words
user11,task2,10,phrase,Coalition governments never work.
user11,task2,11,phrase,The most beautiful sunset
user11,task2,12,random,Koyxibdt
user11,task2,13,random,Hmbmfjzk
user11,task2,14,random,Vihyn oy
user11,task2,15,phrase,Accompanied by an adult
user11,task2,16,random,Rkzmhodv
user11,task2,17,random,Tbqtujfw
user11,task2,18,random,Whhozhud
user11,task2,19,phrase,Correct your diction immediately
user11,task2,20,phrase,Traveling to conferences is fun.
user11,task2,21,random,U.qakvav
user11,task2,22,phrase,Sign the withdrawal slip
user11,task2,23,phrase,But the levee was dry
user11,task2,24,phrase,Do a good deed to someone
user11,task2,25,random,Zaauirqh
user11,task2,26,random,Akbcxeck
user11,task2,27,phrase,Quit while you are ahead
user11,task2,28,phrase,Machinery is too complicated.
user11,task2,29,phrase,That is very unfortunate.
user11,task3,0,random,Fusflw..
user11,task3,1,phrase,A tumor is OK provided it is benign.
user11,task3,2,random,Xlnezniu
user11,task3,3,random,Tvpcpaoe
user11,task3,4,phrase,The laser printer is jammed.
user11,task3,5,phrase,Win first prize in the contest
user11,task3,6,phrase,Longer than a football field
user11,task3,7,random,Uctmlfex
user11,task3,8,phrase,Presidents drive expensive cars.
user11,task3,9,random,Gfsj.ekg
user11,task3,10,phrase,My preferred treat is chocolate.
user11,task3,11,phrase,Soon we will return from the city.
user11,task3,12,random,Rcgvifjs
user11,task3,13,phrase,An occasional taste of chocolate
user11,task3,14,phrase,Stiff penalty for staying out late
user11,task3,15,phrase,My favourite sport is racketball.
user11,task3,16,phrase,The kids are very excited.
user11,task3,17,random,Smvdsjvy
user11,task3,18,phrase,The first time he tried to swim
user11,task3,19,phrase,Earth quakes are predictable.
user11,task3,20,random,L.jupcjb
user11,task3,21,phrase,This is a non profit organization.
user11,task3,22,phrase,I do not care if you do that.
user11,task3,23,random,Q zlkpnx
user11,task3,24,phrase,I can still feel your presence.
user11,task3,25,phrase,Get your priorities in order
user11,task3,26,phrase,You will loose your voice.
user11,task3,27,random,Ncozpkys
user11,task3,28,phrase,I like to play tennis.
user11,task3,29,phrase,Would you like to come to my house
user11,task4,0,phrase,Good at addition and subtraction
user11,task4,1,random,Vsj.ul.w
user11,task4,2,phrase,Gun powder must be handled with care.
user11,task4,3,random,Obbacq m
user11,task4,4,phrase,Learn to walk before you run
user11,task4,5,random,Yobsggqb
user11,task4,6,phrase,I took the rover from the shop.
user11,task4,7,phrase,Historic meeting without a result
user11,task4,8,random,Qdz xoyr
user11,task4,9,phrase,Please provide your date of birth.
user11,task4,10,phrase,The fire blazed all weekend.
user11,task4,11,phrase,Not quite so smart as you think
user11,task4,12,phrase,Her majesty visited our country.
user11,task4,13,phrase,One hour is allotted for questions.
user11,task4,14,random,Blgs pcu
user11,task4,15,phrase,Fish are jumping.
user11,task4,16,phrase,We run the risk of failure.
user11,task4,17,phrase,We must redouble our efforts.
user11,task4,18,phrase,Head shoulders knees and toes
user11,task4,19,random,Mzdtgdkk
user11,task4,20,random,Teawfpxu
user11,task4,21,phrase,The back yard of our house
user11,task4,22,random,Syotklib
user11,task4,23,phrase,Just like it says on the can.
user11,task4,24,phrase,Where can my little dog be
user11,task4,25,phrase,Companies announce a merger.
user11,task4,26,phrase,Dashing through the snow
user11,task4,27,random,Yl.bgwxz
user11,task4,28,random,Awrhoxow
user11,task4,29,phrase,All together in one big pile
user12,task1,0,random,Tbqtujfw
user12,task1,1,phrase,Machinery is too complicated.
